"item","subject","y","a","z"
31,3,0.460777694140015,0,0.686535776460387
32,3,-1.95061945276531,1,0.686535776460387
33,3,-0.296791508979026,0,0.686535776460387
34,3,-0.668243252606385,1,0.686535776460387
35,3,-1.65691752920907,0,0.686535776460387
36,3,-0.392737355411472,1,0.686535776460387
37,3,-0.865890029874243,0,0.686535776460387
38,3,0.230623326966271,1,0.686535776460387
39,3,-0.554464265042703,0,0.686535776460387
40,3,-0.3436921143256,1,0.686535776460387
41,3,-2.04636812275973,0,0.686535776460387
42,3,0.14271009881318,1,0.686535776460387
43,3,-1.03598003284607,0,0.686535776460387
44,3,-0.662279142043374,1,0.686535776460387
45,3,NA,0,0.686535776460387
46,3,-1.09947501196418,1,0.686535776460387
47,3,-1.20462571337426,0,0.686535776460387
48,3,NA,1,0.686535776460387
49,3,-1.40195399613841,0,0.686535776460387
50,3,-0.870859229664726,1,0.686535776460387
1,4,0.312769914051663,0,-0.990218219431099
2,4,0.0442275806368015,1,-0.990218219431099
3,4,-0.110111412000185,0,-0.990218219431099
4,4,1.72740486893349,1,-0.990218219431099
5,4,0.27920860010639,0,-0.990218219431099
6,4,0.819716700472899,1,-0.990218219431099
7,4,NA,0,-0.990218219431099
8,4,1.78759882274776,1,-0.990218219431099
9,4,-0.426887985630154,0,-0.990218219431099
10,4,NA,1,-0.990218219431099
11,4,0.100945874488417,0,-0.990218219431099
12,4,-0.116712533445814,1,-0.990218219431099
13,4,-0.0393847676535768,0,-0.990218219431099
14,4,2.20075666069183,1,-0.990218219431099
15,4,0.965110360892937,0,-0.990218219431099
16,4,0.479060454818718,1,-0.990218219431099
17,4,-0.0152966474169409,0,-0.990218219431099
18,4,0.934054040838778,1,-0.990218219431099
19,4,-0.788510904028738,0,-0.990218219431099
20,4,0.0318916139569567,1,-0.990218219431099
21,4,0.118966206540294,0,-0.990218219431099
22,4,-0.411581477881143,1,-0.990218219431099
23,4,0.441222668455831,0,-0.990218219431099
24,4,1.08361010799372,1,-0.990218219431099
25,4,-1.98620216609342,0,-0.990218219431099
26,4,0.193883177332969,1,-0.990218219431099
27,4,-1.26574001928339,0,-0.990218219431099
28,4,0.721344028925602,1,-0.990218219431099
29,4,NA,0,-0.990218219431099
30,4,-0.462582863508118,1,-0.990218219431099
31,4,0.487183392625877,0,-0.990218219431099
32,4,0.719470960920259,1,-0.990218219431099
33,4,-0.357863584898679,0,-0.990218219431099
34,4,0.581081316091865,1,-0.990218219431099
35,4,-0.485978753693401,0,-0.990218219431099
36,4,0.129881943799821,1,-0.990218219431099
37,4,0.400354288031079,0,-0.990218219431099
38,4,0.0701857518566928,1,-0.990218219431099
39,4,0.24869467544007,0,-0.990218219431099
40,4,1.47603226212489,1,-0.990218219431099
41,4,-1.21769355493958,0,-0.990218219431099
42,4,-1.17557706148025,1,-0.990218219431099
43,4,0.0333976800557358,0,-0.990218219431099
44,4,0.820052328955901,1,-0.990218219431099
45,4,-0.0368365875357213,0,-0.990218219431099
46,4,1.07767294717291,1,-0.990218219431099
47,4,-0.482703319526881,0,-0.990218219431099
48,4,0.527916228931042,1,-0.990218219431099
49,4,0.216007994962377,0,-0.990218219431099
50,4,0.611073422929868,1,-0.990218219431099
1,5,NA,0,NA
2,5,0.608804839927048,1,NA
3,5,0.211145006598669,0,NA
4,5,0.466483279528531,1,NA
5,5,-0.240940429047879,0,NA
6,5,0.881503692283131,1,NA
7,5,-1.2834362874152,0,NA
8,5,0.210091922316677,1,NA
9,5,-0.359279321569767,0,NA
10,5,0.936742962032161,1,NA
11,5,-0.115969233672997,0,NA
12,5,1.54468757654469,1,NA
13,5,-0.22259964265632,0,NA
14,5,NA,1,NA
15,5,-0.519472866893442,0,NA
16,5,1.59823549530531,1,NA
17,5,-1.12366165220841,0,NA
18,5,NA,1,NA
19,5,-1.05896474710196,0,NA
20,5,-0.178340798772699,1,NA
21,5,0.0312346445159623,0,NA
22,5,-0.597274427092152,1,NA
23,5,0.845068983895514,0,NA
24,5,-0.726829222472696,1,NA
25,5,-0.909745989225059,0,NA
26,5,0.22798442511717,1,NA
27,5,-0.795836015875892,0,NA
28,5,-0.804018135426067,1,NA
29,5,-1.67219163946246,0,NA
30,5,-1.22256542916221,1,NA
31,5,0.211412876317872,0,NA
32,5,-0.535655783356691,1,NA
33,5,-1.66812523671804,0,NA
34,5,-0.266171164414341,1,NA
35,5,-0.584421939484328,0,NA
36,5,1.42139161854803,1,NA
37,5,-0.711442654683769,0,NA
38,5,-0.257175039524907,1,NA
39,5,-0.653355674730306,0,NA
40,5,0.768039934243505,1,NA
41,5,-0.85755233999254,0,NA
42,5,-0.366538417932992,1,NA
43,5,0.0220949176617295,0,NA
44,5,-0.0380861213299127,1,NA
45,5,-0.0821152399702626,0,NA
46,5,0.640176033919742,1,NA
47,5,-1.85413899758256,0,NA
48,5,0.514509203878107,1,NA
49,5,0.0228976810946654,0,NA
50,5,0.151763715694232,1,NA
1,6,-0.702972722913001,0,NA
2,6,0.216383998250109,1,NA
3,6,-1.14993810890945,0,NA
4,6,1.20943800460609,1,NA
5,6,0.00939901068888327,0,NA
6,6,0.594852783587835,1,NA
7,6,-1.73734525168967,0,NA
8,6,-0.214038881517798,1,NA
9,6,0.873351418551868,0,NA
10,6,1.13747809406967,1,NA
11,6,-0.692930214550558,0,NA
12,6,0.297536450615873,1,NA
13,6,-0.663363996434672,0,NA
14,6,-0.14747814099723,1,NA
15,6,0.448731940031118,0,NA
16,6,NA,1,NA
17,6,-1.09888768037379,0,NA
18,6,0.364973988487002,1,NA
19,6,-0.271247442130596,0,NA
20,6,-0.305655863057738,1,NA
21,6,-0.60534652550066,0,NA
22,6,-0.540473923752985,1,NA
23,6,-1.30612746168851,0,NA
24,6,0.243111810093959,1,NA
25,6,-1.54853213681132,0,NA
26,6,0.402409515303361,1,NA
27,6,-1.42021877980081,0,NA
28,6,1.30698564956308,1,NA
29,6,-1.921786809284,0,NA
30,6,-0.541596723977566,1,NA
31,6,0.575134952815133,0,NA
32,6,NA,1,NA
33,6,NA,0,NA
34,6,1.67115688488858,1,NA
35,6,-1.62493183414772,0,NA
36,6,1.23818418834246,1,NA
37,6,-1.14131746769836,0,NA
38,6,0.147266945429671,1,NA
39,6,-2.22035843584938,0,NA
40,6,0.617511133134364,1,NA
41,6,-1.05025873430713,0,NA
42,6,-0.319739864091231,1,NA
43,6,1.63899508067835,0,NA
44,6,-0.973898051141696,1,NA
45,6,-1.2730838400785,0,NA
46,6,0.922796379929738,1,NA
47,6,-1.61093272708062,0,NA
48,6,1.51424312174414,1,NA
49,6,0.00859144304593279,0,NA
50,6,-0.681667345965317,1,NA
1,7,0.772870964268368,0,NA
2,7,0.162002739734951,1,NA
3,7,-0.618971458561166,0,NA
4,7,1.42656082440898,1,NA
5,7,0.963250033935123,0,NA
6,7,2.23781753080166,1,NA
7,7,-0.0501632441196496,0,NA
8,7,0.415123484596345,1,NA
9,7,-0.291278241325521,0,NA
10,7,0.587867002327639,1,NA
11,7,-0.00830944053489119,0,NA
12,7,-0.215412132044606,1,NA
13,7,0.76977595998732,0,NA
14,7,0.379423098730818,1,NA
15,7,1.25695310147252,0,NA
16,7,2.45666655950442,1,NA
17,7,-1.09183756942477,0,NA
18,7,1.01776804870771,1,NA
19,7,-0.400412547524901,0,NA
20,7,-0.0824787379064636,1,NA
21,7,-1.04069890260714,0,NA
22,7,0.545505925317005,1,NA
23,7,-0.219898624304396,0,NA
24,7,1.37149271124809,1,NA
25,7,-2.14854493218518,0,NA
26,7,-0.959082039041748,1,NA
27,7,-2.06997233001627,0,NA
28,7,-0.395051901294825,1,NA
29,7,-0.794123698264266,0,NA
30,7,-1.05422584051346,1,NA
31,7,0.888135051364161,0,NA
32,7,-0.210213749970496,1,NA
33,7,0.0887732258646782,0,NA
34,7,1.51471284135046,1,NA
35,7,-0.395330778818113,0,NA
36,7,1.16626450961628,1,NA
37,7,-0.621939689926837,0,NA
38,7,NA,1,NA
39,7,0.407255101373621,0,NA
40,7,0.552504067403566,1,NA
41,7,-0.67841673400095,0,NA
42,7,-0.208882107578896,1,NA
43,7,0.831488971987462,0,NA
44,7,-0.348799792253856,1,NA
45,7,-0.0665770607176081,0,NA
46,7,-0.305069847904425,1,NA
47,7,-0.0471786192124016,0,NA
48,7,-0.366869078737506,1,NA
49,7,-1.7954098143856,0,NA
50,7,-0.223931199520233,1,NA
1,8,-1.19002583023877,0,0.429643556591073
2,8,-0.602145642260377,1,0.429643556591073
3,8,0.0885275262095341,0,0.429643556591073
4,8,0.408997789295283,1,0.429643556591073
5,8,-0.243657978306714,0,0.429643556591073
6,8,1.0346233165116,1,0.429643556591073
7,8,-1.36902227488878,0,0.429643556591073
8,8,0.211358363031404,1,0.429643556591073
9,8,-0.277140152133605,0,0.429643556591073
10,8,0.496600630488122,1,0.429643556591073
11,8,0.0293503208111947,0,0.429643556591073
12,8,0.324534883621572,1,0.429643556591073
13,8,-1.05033622761501,0,0.429643556591073
14,8,0.540865357796994,1,0.429643556591073
15,8,-0.401873291834599,0,0.429643556591073
16,8,1.27301220668138,1,0.429643556591073
17,8,-1.32939668667185,0,0.429643556591073
18,8,NA,1,0.429643556591073
19,8,-0.550036269898404,0,0.429643556591073
20,8,1.32316502768195,1,0.429643556591073
21,8,-0.186419221736812,0,0.429643556591073
22,8,0.986016226351336,1,0.429643556591073
23,8,0.838107491586256,0,0.429643556591073
24,8,0.212046485290703,1,0.429643556591073
25,8,-1.75244159705814,0,0.429643556591073
26,8,-0.184900673807578,1,0.429643556591073
27,8,-0.321795387381792,0,0.429643556591073
28,8,-0.639296123186611,1,0.429643556591073
29,8,-2.12410691107306,0,0.429643556591073
30,8,-0.738758856689121,1,0.429643556591073
31,8,-0.128969347640663,0,0.429643556591073
32,8,-0.477896272624511,1,0.429643556591073
33,8,NA,0,0.429643556591073
34,8,0.315413462605703,1,0.429643556591073
35,8,-1.31290617976761,0,0.429643556591073
36,8,0.334777919426313,1,0.429643556591073
37,8,0.187863231196846,0,0.429643556591073
38,8,NA,1,0.429643556591073
39,8,NA,0,0.429643556591073
40,8,1.33003318009263,1,0.429643556591073
41,8,0.0498798068081067,0,0.429643556591073
42,8,-0.238628566289902,1,0.429643556591073
43,8,-0.0382452546268564,0,0.429643556591073
44,8,-1.00078852435303,1,0.429643556591073
45,8,0.589643027491884,0,0.429643556591073
46,8,-0.243810361530155,1,0.429643556591073
47,8,-0.297525215294714,0,0.429643556591073
48,8,0.236460874606893,1,0.429643556591073
49,8,-1.14762588498749,0,0.429643556591073
50,8,NA,1,0.429643556591073
1,9,0.0666297484699464,0,-1.02484754556087
2,9,NA,1,-1.02484754556087
3,9,1.12871222297183,0,-1.02484754556087
4,9,1.6879327705736,1,-1.02484754556087
5,9,2.44089950303446,0,-1.02484754556087
6,9,1.921007669169,1,-1.02484754556087
7,9,-1.95069266859653,0,-1.02484754556087
8,9,0.59938906456163,1,-1.02484754556087
9,9,-0.20364509198798,0,-1.02484754556087
10,9,1.0361135988607,1,-1.02484754556087
11,9,1.26855899131938,0,-1.02484754556087
12,9,-0.143527817278482,1,-1.02484754556087
13,9,0.194914524079352,0,-1.02484754556087
14,9,0.604885586487888,1,-1.02484754556087
15,9,0.31772097905899,0,-1.02484754556087
16,9,0.835345649766859,1,-1.02484754556087
17,9,-1.3126387756324,0,-1.02484754556087
18,9,0.99292261315523,1,-1.02484754556087
19,9,0.596350501278068,0,-1.02484754556087
20,9,0.511771244134372,1,-1.02484754556087
21,9,0.720546814338028,0,-1.02484754556087
22,9,NA,1,-1.02484754556087
23,9,0.345031793128581,0,-1.02484754556087
24,9,0.716115408419773,1,-1.02484754556087
25,9,-1.10417155051647,0,-1.02484754556087
26,9,-0.472421220980019,1,-1.02484754556087
27,9,-1.16095451876861,0,-1.02484754556087
28,9,1.19810531656494,1,-1.02484754556087
29,9,0.760840773102174,0,-1.02484754556087
30,9,0.0269580001886416,1,-1.02484754556087
31,9,NA,0,-1.02484754556087
32,9,0.499261604424029,1,-1.02484754556087
33,9,0.414343433424298,0,-1.02484754556087
34,9,0.94053832003798,1,-1.02484754556087
35,9,-0.257291106203849,0,-1.02484754556087
36,9,1.8543504293675,1,-1.02484754556087
37,9,-0.407285413471168,0,-1.02484754556087
38,9,-0.513554399884346,1,-1.02484754556087
39,9,-0.123252228182169,0,-1.02484754556087
40,9,-0.00485548033510563,1,-1.02484754556087
41,9,0.349058865728987,0,-1.02484754556087
42,9,1.02706937492813,1,-1.02484754556087
43,9,1.89651671949507,0,-1.02484754556087
44,9,-0.248865991257489,1,-1.02484754556087
45,9,-0.00401534922880054,0,-1.02484754556087
46,9,1.40349214749065,1,-1.02484754556087
47,9,-1.21666515471615,0,-1.02484754556087
48,9,1.31729441545717,1,-1.02484754556087
49,9,1.66315694617116,0,-1.02484754556087
50,9,0.835857901335169,1,-1.02484754556087
1,10,-1.93452487650882,0,0.31305613183447
2,10,-0.257381321199514,1,0.31305613183447
3,10,-1.09875899977342,0,0.31305613183447
4,10,0.556693595041588,1,0.31305613183447
5,10,-1.43112402929876,0,0.31305613183447
6,10,-0.179033098163864,1,0.31305613183447
7,10,-1.14420278716516,0,0.31305613183447
8,10,-0.737647277933083,1,0.31305613183447
9,10,-0.0700996874660287,0,0.31305613183447
10,10,NA,1,0.31305613183447
11,10,-1.05580026824876,0,0.31305613183447
12,10,-1.74026325359317,1,0.31305613183447
13,10,NA,0,0.31305613183447
14,10,-1.18534490466481,1,0.31305613183447
15,10,-0.478518759351646,0,0.31305613183447
16,10,-0.678419607197491,1,0.31305613183447
17,10,-0.564631165043145,0,0.31305613183447
18,10,-1.37108967768273,1,0.31305613183447
19,10,-1.54357322216247,0,0.31305613183447
20,10,-0.151768694916075,1,0.31305613183447
21,10,-1.70928466409244,0,0.31305613183447
22,10,-0.6109155818737,1,0.31305613183447
23,10,-0.942058109287029,0,0.31305613183447
24,10,0.404346126976004,1,0.31305613183447
25,10,-2.20675077051716,0,0.31305613183447
26,10,-0.825577138932459,1,0.31305613183447
27,10,-3.49829272660489,0,0.31305613183447
28,10,-0.696376471139551,1,0.31305613183447
29,10,-1.70244667665137,0,0.31305613183447
30,10,-1.52042806657701,1,0.31305613183447
31,10,NA,0,0.31305613183447
32,10,0.0472186647390136,1,0.31305613183447
33,10,-1.00613224741851,0,0.31305613183447
34,10,0.0871889757376288,1,0.31305613183447
35,10,-1.4779001317645,0,0.31305613183447
36,10,-0.167920081124474,1,0.31305613183447
37,10,-1.6472229123872,0,0.31305613183447
38,10,-0.195254731232913,1,0.31305613183447
39,10,-1.68282214052191,0,0.31305613183447
40,10,-0.257538262864121,1,0.31305613183447
41,10,-1.30290797731923,0,0.31305613183447
42,10,-0.668453977571014,1,0.31305613183447
43,10,-0.695963856311565,0,0.31305613183447
44,10,-0.623226721479377,1,0.31305613183447
45,10,-1.57728313474643,0,0.31305613183447
46,10,0.109834343077834,1,0.31305613183447
47,10,-1.10328941287653,0,0.31305613183447
48,10,NA,1,0.31305613183447
49,10,-1.29227454502062,0,0.31305613183447
50,10,-0.335903030935497,1,0.31305613183447
1,11,-0.125168083798677,0,NA
2,11,2.28257030332603,1,NA
3,11,2.0393449700908,0,NA
4,11,1.29067403491773,1,NA
5,11,0.681024190504342,0,NA
6,11,2.17905437030924,1,NA
7,11,0.369699919296553,0,NA
8,11,-0.145661907571347,1,NA
9,11,-0.381902604818984,0,NA
10,11,2.25876755416304,1,NA
11,11,1.16509960733874,0,NA
12,11,0.938072132221756,1,NA
13,11,-0.873625973580324,0,NA
14,11,0.709356118019947,1,NA
15,11,1.8987571639097,0,NA
16,11,3.53864625469097,1,NA
17,11,0.27933620164066,0,NA
18,11,0.883513687174993,1,NA
19,11,-0.517552006112292,0,NA
20,11,0.861508631072698,1,NA
21,11,0.227705808823157,0,NA
22,11,-0.372933425544828,1,NA
23,11,0.589663273403905,0,NA
24,11,0.18104856422475,1,NA
25,11,0.0936229919064474,0,NA
26,11,1.07366850473218,1,NA
27,11,-0.598695589352923,0,NA
28,11,0.763716191673923,1,NA
29,11,-0.616686085989757,0,NA
30,11,0.51980937286651,1,NA
31,11,1.99652547063718,0,NA
32,11,1.76799057598251,1,NA
33,11,0.669273909170265,0,NA
34,11,2.25977972047055,1,NA
35,11,1.01476304975206,0,NA
36,11,NA,1,NA
37,11,-0.84019422193529,0,NA
38,11,1.90087766910363,1,NA
39,11,0.169409641602876,0,NA
40,11,1.87034812025175,1,NA
41,11,-0.582991051134542,0,NA
42,11,-1.12068678861561,1,NA
43,11,1.66573826909023,0,NA
44,11,1.02677875461584,1,NA
45,11,1.21883620762632,0,NA
46,11,1.3080084028687,1,NA
47,11,-0.529243846708227,0,NA
48,11,1.05652916751355,1,NA
49,11,1.45205122059884,0,NA
50,11,0.19518605223703,1,NA
1,12,0.0298927931392001,0,NA
2,12,0.584990597262941,1,NA
3,12,2.80713283502082,0,NA
4,12,1.36129715718124,1,NA
5,12,1.31609570169567,0,NA
6,12,1.94205865160315,1,NA
7,12,-0.183906535756474,0,NA
8,12,0.752310390853991,1,NA
9,12,-0.220710673598314,0,NA
10,12,0.533841618931793,1,NA
11,12,-0.506483277838077,0,NA
12,12,1.32461444256129,1,NA
13,12,-0.957040533546938,0,NA
14,12,0.34664525288371,1,NA
15,12,1.69522732738772,0,NA
16,12,1.52038673737165,1,NA
17,12,-1.70367826992957,0,NA
18,12,0.97529214232522,1,NA
19,12,0.612911960129506,0,NA
20,12,0.896521002763409,1,NA
21,12,0.16662504270915,0,NA
22,12,-0.163023307234599,1,NA
23,12,1.10556549406112,0,NA
24,12,1.59513648034159,1,NA
25,12,-0.474502051566237,0,NA
26,12,-0.774232678747614,1,NA
27,12,-0.72066189823248,0,NA
28,12,0.463325694023833,1,NA
29,12,-0.117705052642935,0,NA
30,12,-0.909163006398239,1,NA
31,12,0.727494730564579,0,NA
32,12,0.521467980899621,1,NA
33,12,0.0531210142177968,0,NA
34,12,1.47082540756467,1,NA
35,12,-0.183323374963959,0,NA
36,12,1.2300642448474,1,NA
37,12,0.604772232491104,0,NA
38,12,-0.270423019343485,1,NA
39,12,-0.998883393566302,0,NA
40,12,2.17361010225503,1,NA
41,12,1.47074761660768,0,NA
42,12,0.830386670143602,1,NA
43,12,1.3829005330125,0,NA
44,12,0.838054043199624,1,NA
45,12,0.911873438911626,0,NA
46,12,0.515008777168433,1,NA
47,12,-1.90006379372329,0,NA
48,12,1.23904626806447,1,NA
49,12,-0.123102354509838,0,NA
50,12,0.763763359414415,1,NA
1,13,-0.336193326193996,0,0.481226471888349
2,13,-0.313786043342957,1,0.481226471888349
3,13,0.492793139439073,0,0.481226471888349
4,13,0.886715859012682,1,0.481226471888349
5,13,0.416780411827535,0,0.481226471888349
6,13,0.709764546161133,1,0.481226471888349
7,13,0.229643530948765,0,0.481226471888349
8,13,-0.845082398387729,1,0.481226471888349
9,13,-0.185398374181645,0,0.481226471888349
10,13,0.1232514153528,1,0.481226471888349
11,13,-0.753718296451035,0,0.481226471888349
12,13,1.5295315878409,1,0.481226471888349
13,13,-0.284612008320837,0,0.481226471888349
14,13,0.259108230609251,1,0.481226471888349
15,13,0.94630787204664,0,0.481226471888349
16,13,0.886534552906721,1,0.481226471888349
17,13,-0.978959028158678,0,0.481226471888349
18,13,1.55280177615279,1,0.481226471888349
19,13,0.157016531661182,0,0.481226471888349
20,13,0.421752492611211,1,0.481226471888349
21,13,0.284872902626646,0,0.481226471888349
22,13,1.06884525478675,1,0.481226471888349
23,13,0.275397467414976,0,0.481226471888349
24,13,1.34945919960918,1,0.481226471888349
25,13,-0.954485296240125,0,0.481226471888349
26,13,0.715566630613167,1,0.481226471888349
27,13,1.07344113313071,0,0.481226471888349
28,13,-0.00355861512922196,1,0.481226471888349
29,13,-0.44606501283186,0,0.481226471888349
30,13,-0.483075513615463,1,0.481226471888349
31,13,1.60222538656465,0,0.481226471888349
32,13,0.714099471238912,1,0.481226471888349
33,13,0.139431584571661,0,0.481226471888349
34,13,1.27400619630783,1,0.481226471888349
35,13,-0.299777031824215,0,0.481226471888349
36,13,1.36101855141091,1,0.481226471888349
37,13,-1.29736841275442,0,0.481226471888349
38,13,0.590536214325269,1,0.481226471888349
39,13,0.176530307799419,0,0.481226471888349
40,13,0.965528179060048,1,0.481226471888349
41,13,0.210949499557533,0,0.481226471888349
42,13,-0.132495817082178,1,0.481226471888349
43,13,0.162864445528367,0,0.481226471888349
44,13,1.44991678175558,1,0.481226471888349
45,13,0.801113132992648,0,0.481226471888349
46,13,1.06106928104314,1,0.481226471888349
47,13,-0.954593928116234,0,0.481226471888349
48,13,1.62419448604406,1,0.481226471888349
49,13,-0.909250905725647,0,0.481226471888349
50,13,-0.628762498176553,1,0.481226471888349
1,14,1.02563948773696,0,NA
2,14,-0.0723232170214723,1,NA
3,14,0.504355578495192,0,NA
4,14,1.32694230468854,1,NA
5,14,1.71129035265772,0,NA
6,14,0.978521006118655,1,NA
7,14,-0.606822171063516,0,NA
8,14,1.85089865478369,1,NA
9,14,0.433647131851908,0,NA
10,14,-0.445070772692701,1,NA
11,14,0.585561645643615,0,NA
12,14,0.820893348072678,1,NA
13,14,-0.530519364301962,0,NA
14,14,1.45987045679398,1,NA
15,14,0.420860387238866,0,NA
16,14,0.439996694823793,1,NA
17,14,-0.544280947243182,0,NA
18,14,1.61421613576969,1,NA
19,14,NA,0,NA
20,14,-0.223775431932193,1,NA
21,14,-0.651961059751923,0,NA
22,14,-0.109409859307252,1,NA
23,14,-0.170914173445814,0,NA
24,14,0.255262919420677,1,NA
25,14,-1.3528060984594,0,NA
26,14,-0.593940696126733,1,NA
27,14,-0.13971288472185,0,NA
28,14,0.556411480689568,1,NA
29,14,-1.05359312839698,0,NA
30,14,-0.161243329249319,1,NA
31,14,-0.394095929124584,0,NA
32,14,0.866502322370351,1,NA
33,14,-1.05499552676436,0,NA
34,14,0.664112674780533,1,NA
35,14,0.0423758762557992,0,NA
36,14,1.54703461393446,1,NA
37,14,0.0546730117924704,0,NA
38,14,1.67725948013421,1,NA
39,14,0.82738468715256,0,NA
40,14,1.20262445981911,1,NA
41,14,-0.172978399065204,0,NA
42,14,1.20544886643898,1,NA
43,14,0.0949708053806525,0,NA
44,14,0.553911934527637,1,NA
45,14,0.99496222881303,0,NA
46,14,-0.150682755470657,1,NA
47,14,-0.78704898490746,0,NA
48,14,0.73393297587886,1,NA
49,14,NA,0,NA
50,14,0.522454988697065,1,NA
